trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
231,False,"{'a': 0.99, 'e': 0.09910481551887466}",30,24,13.488756903657675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.99, 'e': 0.0981137673636859}",25,17,13.368563517532742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.99, 'e': 0.09713262969004906}",35,23,25.126078688112784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.99, 'e': 0.09616130339314856}",20,10,18.926141352118368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.99, 'e': 0.09519969035921708}",20,9,22.827852122869317,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.99, 'e': 0.0942476934556249}",30,19,21.684212860576768,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.99, 'e': 0.09330521652106866}",25,20,7.271994502879699,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.99, 'e': 0.09237216435585796}",25,15,18.538775355784225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.99, 'e': 0.09144844271229938}",20,10,20.605061098750454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.99, 'e': 0.0905339582851764}",20,3,33.93829230985709,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.99, 'e': 0.08962861870232462}",20,12,14.881367688949029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.99, 'e': 0.08873233251530138}",20,7,29.116870938633724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.99, 'e': 0.08784500919014836}",20,16,8.869665673219501,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.99, 'e': 0.08696655909824688}",30,16,29.751483367895315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.99, 'e': 0.0860968935072644}",25,16,18.02861631994552,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.99, 'e': 0.08523592457219176}",25,15,17.89515338084206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.99, 'e': 0.08438356532646984}",20,16,7.686110342664205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.99, 'e': 0.08353972967320515}",20,9,16.680052678857702,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.99, 'e': 0.0827043323764731}",30,19,20.765313774865934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.99, 'e': 0.08187728905270836}",25,8,34.24437177322168,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.99, 'e': 0.08105851616218128}",25,14,21.89151021359031,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.99, 'e': 0.08024793100055946}",30,21,17.79692361440848,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.99, 'e': 0.07944545169055386}",30,7,43.33998137819502,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.99, 'e': 0.07865099717364833}",30,11,38.0841577501806,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.99, 'e': 0.07786448720191184}",20,2,28.85617121682936,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.99, 'e': 0.07708584232989273}",20,16,7.644144728174391,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.99, 'e': 0.0763149839065938}",25,9,27.47497300920747,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.99, 'e': 0.07555183406752786}",20,13,16.425496359517886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.99, 'e': 0.07479631572685258}",25,15,17.69993434496932,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.99, 'e': 0.07404835256958406}",25,11,25.423761437220648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.99, 'e': 0.07330786904388821}",35,20,30.849871973475096,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.99, 'e': 0.07257479035344933}",20,9,22.697476020592205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.99, 'e': 0.07184904244991484}",25,13,23.39534672335776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.99, 'e': 0.07113055202541568}",25,18,13.599603608452446,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.99, 'e': 0.07041924650516153}",20,16,6.375459305813649,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.99, 'e': 0.06971505404010991}",25,8,28.276459875541782,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.99, 'e': 0.06901790349970881}",30,22,16.606745158619425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.99, 'e': 0.06832772446471172}",30,24,12.778751014403982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.99, 'e': 0.0676444472200646}",25,17,16.747016970736084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.99, 'e': 0.06696800274786396}",25,11,26.43024877959265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.99, 'e': 0.06629832272038531}",20,15,7.71079204783771,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.99, 'e': 0.06563533949318147}",25,15,17.839094843163544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.99, 'e': 0.06497898609824965}",20,6,25.469391503581388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.99, 'e': 0.06432919623726716}",25,7,33.67647838861832,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.99, 'e': 0.06368590427489448}",25,15,17.68225197087645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.99, 'e': 0.06304904523214554}",30,18,20.56402994921523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.99, 'e': 0.06241855477982408}",20,6,22.210552113371936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.99, 'e': 0.06179436923202584}",25,18,13.48781519661342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.99, 'e': 0.06117642553970558}",30,19,20.13451116564059,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.99, 'e': 0.06056466128430853}",20,12,12.190713149563477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.99, 'e': 0.05995901467146544}",30,20,18.482238421377208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.99, 'e': 0.059359424524750785}",20,16,7.437473071296286,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.99, 'e': 0.05876583027950327}",20,15,8.645488727882224,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.99, 'e': 0.05817817197670824}",25,10,25.546343359526354,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.99, 'e': 0.05759639025694116}",25,0,39.03272247861975,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.99, 'e': 0.057020426354371746}",20,12,16.891139916245546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.99, 'e': 0.05645022209082803}",25,10,24.722450310617926,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.99, 'e': 0.05588571986991975}",25,14,21.205323760663696,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.99, 'e': 0.05532686267122055}",20,8,22.066973870944604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.99, 'e': 0.05477359404450834}",20,9,23.376186098264235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.99, 'e': 0.05422585810406326}",20,15,11.146759823183993,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.99, 'e': 0.05368359952302263}",30,22,16.521614262031463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.99, 'e': 0.0531467635277924}",20,1,30.843540423644466,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.99, 'e': 0.05261529589251448}",20,10,19.8015722211711,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.99, 'e': 0.05208914293358933}",20,16,8.127460600924888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.99, 'e': 0.05156825150425344}",35,27,15.169516263115572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.99, 'e': 0.0510525689892109}",20,12,15.310580380103602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.99, 'e': 0.050542043299318794}",25,12,22.907090476784436,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.99, 'e': 0.050036622866325604}",30,16,28.00299400433128,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.99, 'e': 0.04953625663766235}",25,6,32.11526871116044,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.99, 'e': 0.04904089407128572}",25,18,14.115089962228833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.99, 'e': 0.04855048513057287}",25,0,40.8175956883353,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.99, 'e': 0.04806498027926714}",20,14,12.593757979340214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.99, 'e': 0.047584330476474465}",20,13,14.17582877730934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.99, 'e': 0.04710848717170972}",25,11,25.11878559648056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.99, 'e': 0.04663740229999262}",20,16,8.359893567223958,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.99, 'e': 0.046171028276992696}",25,13,24.994810099471803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.99, 'e': 0.045709317994222766}",25,20,10.511733625101824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.99, 'e': 0.04525222481428054}",35,21,26.510199610662767,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.99, 'e': 0.04479970256613774}",25,11,24.5901625167575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.99, 'e': 0.044351705540476356}",35,22,23.885687282694683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.99, 'e': 0.043908188485071595}",20,6,26.379245639245354,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.99, 'e': 0.04346910660022088}",30,20,15.86375293372358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.99, 'e': 0.04303441553421867}",20,12,13.833761662451275,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.99, 'e': 0.04260407137887648}",20,16,7.520418272433909,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.99, 'e': 0.04217803066508771}",30,21,17.788603249782142,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.99, 'e': 0.04175625035843684}",25,12,22.149603435944606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.99, 'e': 0.041338687854852466}",20,8,22.52920673392929,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.99, 'e': 0.040925300976303945}",25,13,22.753665761081066,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.99, 'e': 0.0405160479665409}",25,0,38.33032054636769,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.99, 'e': 0.040110887486875496}",25,16,15.513950750377244,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.99, 'e': 0.03970977861200674}",30,16,25.7581507386591,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.99, 'e': 0.039312680825886674}",20,7,24.90908472576161,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.99, 'e': 0.038919554017627804}",35,21,31.01644733655085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.99, 'e': 0.03853035847745152}",35,17,36.03398601810396,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.99, 'e': 0.03814505489267701}",25,17,15.443435585657562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.99, 'e': 0.03776360434375024}",25,12,21.595225018581278,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.99, 'e': 0.03738596830031274}",25,13,22.335908320893182,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.99, 'e': 0.03701210861730961}",30,12,30.773335405276693,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.99, 'e': 0.03664198753113651}",25,10,25.07215152537447,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.99, 'e': 0.036275567655825146}",20,16,8.789082042683335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.99, 'e': 0.03591281197926689}",20,8,23.074958978722176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.99, 'e': 0.03555368385947423}",20,6,29.12642590308865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.99, 'e': 0.035198147020879485}",30,18,20.84321726351141,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.99, 'e': 0.03484616555067069}",20,12,13.349997037462087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.99, 'e': 0.03449770389516398}",20,16,9.361164595974774,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.99, 'e': 0.03415272685621234}",20,13,14.209343218951366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.99, 'e': 0.03381119958765022}",20,14,10.871897289796891,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.99, 'e': 0.03347308759177372}",35,22,27.563230702585326,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.99, 'e': 0.03313835671585598}",20,16,6.165185562268869,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.99, 'e': 0.03280697314869742}",20,11,15.385515162657713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.99, 'e': 0.03247890341721044}",20,11,17.053267303486887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.99, 'e': 0.03215411438303834}",25,19,12.620329077997898,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.99, 'e': 0.031832573239207955}",25,17,16.22729383083005,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.99, 'e': 0.031514247506815876}",30,19,21.226508081660374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.99, 'e': 0.031199105031747717}",25,17,16.539248136865513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.99, 'e': 0.03088711398143024}",25,17,16.195175101177064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.99, 'e': 0.030578242841615935}",20,13,14.684430684457968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.99, 'e': 0.030272460413199778}",25,15,19.28306339986525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.99, 'e': 0.02996973580906778}",25,15,17.218222629966768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.99, 'e': 0.0296700384509771}",25,13,19.154531199244694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.99, 'e': 0.02937333806646733}",20,5,25.51411881152668,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.99, 'e': 0.029079604685802656}",25,11,29.850294495384826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.99, 'e': 0.02878880863894463}",20,8,24.70398156683465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.99, 'e': 0.02850092055255518}",20,12,15.75656761224268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.99, 'e': 0.02821591134702963}",20,7,23.654944963186644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.99, 'e': 0.027933752233559334}",20,10,18.527969605983916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.99, 'e': 0.027654414711223742}",20,8,20.282923839222995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.99, 'e': 0.027377870564111503}",25,17,14.037328308625112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.99, 'e': 0.027104091858470385}",25,20,11.108327923603841,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.99, 'e': 0.026833050939885684}",25,18,13.07352726547316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.99, 'e': 0.026564720430486827}",20,5,28.920137633629757,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.99, 'e': 0.026299073226181958}",20,13,11.001673698733889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.99, 'e': 0.026036082493920136}",20,12,16.445907399968775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.99, 'e': 0.025775721668980935}",20,5,24.344976253461823,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.99, 'e': 0.025517964452291125}",20,16,8.260681530622385,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.99, 'e': 0.025262784807768213}",35,24,24.25952330997046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.99, 'e': 0.025010156959690534}",20,15,10.180263485956013,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.99, 'e': 0.024760055390093627}",25,19,10.899606277036595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.99, 'e': 0.02451245483619269}",20,12,17.31909271874534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.99, 'e': 0.024267330287830763}",25,16,20.512542293517626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.99, 'e': 0.024024656984952455}",20,9,17.437307220440616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.99, 'e': 0.02378441041510293}",25,19,9.79153283107262,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.99, 'e': 0.0235465663109519}",20,8,21.183215896490474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.99, 'e': 0.02331110064784238}",20,9,22.546943433144904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.99, 'e': 0.02307798964136396}",25,8,31.2397434541115,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.99, 'e': 0.022847209744950317}",25,11,26.727891992004253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.99, 'e': 0.022618737647500817}",30,21,19.32389565806345,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.99, 'e': 0.022392550271025807}",25,11,26.02882642310748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.99, 'e': 0.022168624768315548}",20,14,12.342682310361205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.99, 'e': 0.021946938520632394}",20,13,12.18795937311281,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.99, 'e': 0.02172746913542607}",25,14,23.696270182311626,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.99, 'e': 0.021510194444071807}",30,16,26.176754440397296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.99, 'e': 0.021295092499631088}",25,13,25.542883675633778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.99, 'e': 0.02108214157463478}",25,11,31.676326257200987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.99, 'e': 0.02087132015888843}",30,14,29.68251611498098,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.99, 'e': 0.020662606957299545}",25,18,14.19822212702353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.99, 'e': 0.02045598088772655}",20,10,16.504280719888808,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.99, 'e': 0.020251421078849283}",25,20,9.778594283543548,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.99, 'e': 0.02004890686806079}",20,14,10.805154929976602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.99, 'e': 0.019848417799380184}",25,8,32.432592391517375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.99, 'e': 0.01964993362138638}",20,13,16.76954769071239,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.99, 'e': 0.019453434285172516}",25,15,16.830770683068224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.99, 'e': 0.01925889994232079}",20,14,14.821207545131278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.99, 'e': 0.019066310942897586}",30,20,18.357270623677664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.99, 'e': 0.01887564783346861}",20,14,12.990429517132934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.99, 'e': 0.018686891355133923}",25,15,20.930892270906106,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.99, 'e': 0.01850002244158258}",30,16,27.354259847359458,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.99, 'e': 0.018315022217166757}",20,13,10.996569948257964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.99, 'e': 0.018131871994995087}",25,9,23.62991584800931,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.99, 'e': 0.017950553275045137}",25,15,22.19946034909288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.99, 'e': 0.017771047742294686}",35,13,35.93324522771113,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.99, 'e': 0.01759333726487174}",30,22,13.802009527442156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.99, 'e': 0.017417403892223023}",20,16,5.798197249440595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.99, 'e': 0.01724322985330079}",25,17,15.779801541702918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.99, 'e': 0.017070797554767782}",25,17,14.800227142186573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.99, 'e': 0.016900089579220106}",20,9,19.28980089341863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.99, 'e': 0.016731088683427903}",20,11,16.37507307055923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.99, 'e': 0.016563777796593626}",35,24,24.36937619669269,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.99, 'e': 0.016398140018627688}",25,14,18.450969154375407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.99, 'e': 0.01623415861844141}",20,13,14.361576352473095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.99, 'e': 0.016071817032256998}",20,15,9.004054642558348,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.99, 'e': 0.015911098861934425}",20,11,14.566353537578623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.99, 'e': 0.015751987873315082}",20,8,24.423506511350414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.99, 'e': 0.015594467994581931}",20,10,21.402399131581127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.99, 'e': 0.015438523314636111}",20,3,30.229966190337603,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
